code,word,language,word_type,text_color,background_color,font_size,font_family,font_style,font_path,noise_type1,noise_type2,noise_type3,angle,clean_path,noisy_path,binary_mask_path,indicocr_clean,indicocr_noisy,indicocr_acc_clean,indicocr_acc_noisy,output_path,indicocr_output,indicocr_acc_outpur
894,ディレクター,Japanese,normal,paleturquoise,saddlebrown,53,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,horizontal tear,wave distortion,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/894.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/894.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/894.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/894.png,,
895,うらやましい,Japanese,normal,darkred,lavender,116,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,stroke breaks,,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/895.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/895.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/895.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/895.png,,
896,マネジメント,Japanese,normal,mintcream,slategray,55,Noto_Sans_JP,NotoSansJP-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/NotoSansJP-VariableFont_wght.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/896.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/896.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/896.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/896.png,,
897,プロモーション,Japanese,normal,lightyellow,maroon,99,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,stroke breaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/897.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/897.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/897.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/897.png,,
898,ユニフォーム,Japanese,normal,seashell,olive,93,Noto_Serif_JP,NotoSerifJP-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Serif_JP/static/NotoSerifJP-Bold.ttf,printer toner gaps,,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/898.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/898.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/898.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/898.png,,
899,コラボレーション,Japanese,normal,paleturquoise,darkblue,68,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,scanner streaks,paper curl,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/899.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/899.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/899.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/899.png,,
900,おやすみなさい,Japanese,normal,saddlebrown,seashell,93,Noto_Sans_JP,NotoSansJP-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Light.ttf,printer toner gaps,ink bleed-through,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/900.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/900.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/900.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/900.png,,
901,ミュージシャン,Japanese,normal,darkolivegreen,lightgray,110,Zen_Kaku_Gothic_New,ZenKakuGothicNew-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Kaku_Gothic_New/ZenKakuGothicNew-Light.ttf,water damage,,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/901.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/901.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/901.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/901.png,,
902,クライアント,Japanese,normal,gainsboro,darkgreen,118,Shippori_Mincho,ShipporiMincho-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Shippori_Mincho/ShipporiMincho-Medium.ttf,stroke breaks,wave distortion,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/902.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/902.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/902.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/902.png,,
903,バリエーション,Japanese,normal,firebrick,lavender,86,Noto_Serif_JP,NotoSerifJP-ExtraBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Serif_JP/static/NotoSerifJP-ExtraBold.ttf,water damage,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/903.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/903.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/903.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/903.png,,
904,プレッシャー,Japanese,normal,olive,lightgreen,62,Noto_Sans_JP,NotoSansJP-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/NotoSansJP-VariableFont_wght.ttf,horizontal tear,color space mismatch,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/904.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/904.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/904.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/904.png,,
905,ピックアップ,Japanese,normal,honeydew,olive,76,Zen_Kaku_Gothic_New,ZenKakuGothicNew-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Kaku_Gothic_New/ZenKakuGothicNew-Light.ttf,scanner streaks,paper curl,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/905.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/905.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/905.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/905.png,,
906,コンサルタント,Japanese,normal,mintcream,indigo,117,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,double scan,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/906.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/906.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/906.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/906.png,,
907,コンクリート,Japanese,normal,lightyellow,black,95,Zen_Old_Mincho,ZenOldMincho-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Old_Mincho/ZenOldMincho-Black.ttf,scribble,color space mismatch,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/907.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/907.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/907.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/907.png,,
908,あっという間に,Japanese,normal,mintcream,navy,62,Dela_Gothic_One,DelaGothicOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Dela_Gothic_One/DelaGothicOne-Regular.ttf,scanner streaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/908.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/908.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/908.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/908.png,,
909,マクドナルド,Japanese,normal,navy,whitesmoke,56,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,stroke breaks,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/909.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/909.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/909.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/909.png,,
910,スタンダード,Japanese,normal,ivory,indigo,88,Noto_Serif_JP,NotoSerifJP-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Serif_JP/NotoSerifJP-VariableFont_wght.ttf,stroke breaks,watermarks,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/910.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/910.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/910.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/910.png,,
911,コンプレックス,Japanese,normal,gainsboro,darkred,60,Noto_Sans_JP,NotoSansJP-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Medium.ttf,angled line,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/911.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/911.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/911.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/911.png,,
912,いらっしゃる,Japanese,normal,lightyellow,slategray,114,Noto_Sans_JP,NotoSansJP-Thin,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Thin.ttf,stroke breaks,perspective distortion,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/912.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/912.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/912.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/912.png,,
913,サンフランシスコ,Japanese,normal,darkcyan,aliceblue,76,Dela_Gothic_One,DelaGothicOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Dela_Gothic_One/DelaGothicOne-Regular.ttf,scanner streaks,ink bleed-through,character merging,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/913.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/913.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/913.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/913.png,,
914,アプリケーション,Japanese,normal,seashell,maroon,102,BIZ_UDMincho,BIZUDMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Bold.ttf,double scan,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/914.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/914.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/914.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/914.png,,
915,シチュエーション,Japanese,normal,indigo,skyblue,40,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,printer toner gaps,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/915.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/915.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/915.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/915.png,,
916,シミュレーション,Japanese,normal,aliceblue,indigo,100,Shippori_Mincho,ShipporiMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Shippori_Mincho/ShipporiMincho-Bold.ttf,staple holes,text ghosting,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/916.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/916.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/916.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/916.png,,
917,クレジットカード,Japanese,normal,forestgreen,powderblue,65,Zen_Old_Mincho,ZenOldMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Old_Mincho/ZenOldMincho-Bold.ttf,random_erasure,,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/917.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/917.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/917.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/917.png,,
918,なんだかんだ,Japanese,normal,black,lightgray,54,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,staple holes,ink bleed-through,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/918.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/918.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/918.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/918.png,,
919,エージェント,Japanese,normal,beige,indigo,89,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,angled line,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/919.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/919.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/919.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/919.png,,
920,はじめまして,Japanese,normal,paleturquoise,forestgreen,102,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,vertical tear,ink bleed-through,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/920.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/920.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/920.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/920.png,,
921,ディスプレイ,Japanese,normal,midnightblue,ivory,90,Noto_Sans_JP,NotoSansJP-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Regular.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/921.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/921.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/921.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/921.png,,
922,テクノロジー,Japanese,normal,darkcyan,linen,45,BIZ_UDMincho,BIZUDMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Regular.ttf,random_erasure,,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/922.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/922.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/922.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/922.png,,
923,スウェーデン,Japanese,normal,ivory,indigo,97,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,vertical tear,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/923.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/923.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/923.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/923.png,,
924,プラットフォーム,Japanese,normal,slategray,peachpuff,41,BIZ_UDMincho,BIZUDMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Regular.ttf,stroke breaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/924.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/924.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/924.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/924.png,,
